Subject,Group,RT,Response,Audio,Speaker,Word,Vowel,Tone,Mode,Acc,Location,QuadraticTerm,LinearTerm,DF,Endingpoint,Tvalue_min,Duration,Mean_F0,musicaltraining,Gender,Assign
S10,native,6353,Tone 3,loud022_五-u-Tone_3.mp3,speaker022,五,u,Tone 3,loud,1,10,0.006429356,-0.051767919,0.825122288,4.274522813,2.702885424,0.576,226.4213655,0,1,1
S10,native,1150.3,Tone 3,loud023_渴-e-Tone_3.mp3,speaker023,渴,e,Tone 3,loud,1,11,0.017777038,-0.426905758,4.456182498,2.953163465,1.195977025,0.484,119.9773575,0,1,1
S10,native,2057.1,Tone 2,loud022_敌-i-Tone_2.mp3,speaker022,敌,i,Tone 2,loud,1,1,0.015819153,-0.369666358,0.994363974,5,3.310429698,0.479,259.3033184,0,1,0
S10,native,1335.7,Tone 3,loud024_把-a-Tone_3.mp3,speaker024,把,a,Tone 3,loud,1,9,0.008099245,-0.057836014,1.857317481,3.030455364,0.757337538,0.499,142.793085,0,1,1
S10,native,1686.6,Tone 3,loud023_雨-y-Tone_3.mp3,speaker023,雨,y,Tone 3,loud,1,10,0.017777038,-0.426905758,4.561823695,2.958406739,0.984982539,0.525,123.7759982,0,1,1
S10,native,1153.8,Tone 2,loud023_鱼-y-Tone_2.mp3,speaker023,鱼,y,Tone 2,loud,1,1,0.017777038,-0.426905758,4.147938187,4.81683772,1.811625579,0.424,147.6951596,0,1,0
S10,native,2153.7,Tone 2,loud022_咳-e-Tone_2.mp3,speaker022,咳,e,Tone 2,loud,1,5,0.015819153,-0.369666358,1.092013485,4.60293793,3.219748487,0.479,251.2068061,0,1,0
S10,native,1972.2,Tone 3,loud024_底-i-Tone_3.mp3,speaker024,底,i,Tone 3,loud,1,13,0.008099245,-0.057836014,1.146214526,3.411689919,1.541772826,0.487,168.85624,0,1,1
S10,native,2466.6,Tone 3,loud023_五-u-Tone_3.mp3,speaker023,五,u,Tone 3,loud,1,12,0.017777038,-0.426905758,4.404122329,3.064472339,1.299955482,0.481,119.4623758,0,1,1
S10,native,1861.2,Tone 3,loud022_把-a-Tone_3.mp3,speaker022,把,a,Tone 3,loud,1,12,0.015819153,-0.369666358,3.754489184,3.09314384,0.747267896,0.578,179.998776,0,1,1
S10,native,1394.1,Tone 3,loud022_底-i-Tone_3.mp3,speaker022,底,i,Tone 3,loud,1,11,0.015819153,-0.369666358,2.67614169,2.895677548,1.748664172,0.592,187.6378565,0,1,1
S10,native,1217.7,Tone 2,loud024_咳-e-Tone_2.mp3,speaker024,咳,e,Tone 2,loud,1,4,0.008099245,-0.057836014,0.327772686,3.098640228,2.444616296,0.313,209.1206031,0,1,0
S10,native,2451.4,Tone 3,loud023_把-a-Tone_3.mp3,speaker023,把,a,Tone 3,loud,1,10,0.006429356,-0.051767919,2.983801464,2.175342125,0.853615341,0.465,112.9173238,0,1,1
S10,native,5370.7,Tone 2,loud023_敌-i-Tone_2.mp3,speaker023,敌,i,Tone 2,loud,1,5,0.006429356,-0.051767919,2.287132406,4.807355631,2.245054802,0.446,151.8678052,0,1,0
S10,native,2571.9,Tone 3,loud024_五-u-Tone_3.mp3,speaker024,五,u,Tone 3,loud,1,12,0.008099245,-0.057836014,1.155044478,3.178493244,1.532032287,0.541,163.3892665,0,1,1
S10,native,2351,Tone 2,loud022_鱼-y-Tone_2.mp3,speaker022,鱼,y,Tone 2,loud,1,3,0.006429356,-0.051767919,0.649248844,4.475577657,2.866208483,0.509,236.4811078,0,1,0
S10,native,1030.2,Tone 2,loud024_拔-a-Tone_2.mp3,speaker024,拔,a,Tone 2,loud,1,1,0.017777038,-0.426905758,3.479044384,4.136950203,1.609724169,0.37,203.3392569,0,1,0
S10,native,1760.9,Tone 2,loud023_咳-e-Tone_2.mp3,speaker023,咳,e,Tone 2,loud,1,7,0.006429356,-0.051767919,2.136232876,4.816737082,2.546442612,0.38,152.9840542,0,1,0
S10,native,1567.2,Tone 3,loud023_底-i-Tone_3.mp3,speaker023,底,i,Tone 3,loud,1,8,0.006429356,-0.051767919,2.362305984,3.088707552,2.09491252,0.453,141.4494415,0,1,1
S10,native,1315.3,Tone 2,loud023_无-u-Tone_2.mp3,speaker023,无,u,Tone 2,loud,1,1,0.017777038,-0.426905758,4.010561599,4.095746722,2.086004359,0.448,146.8092186,0,1,0
S10,native,4435.9,Tone 3,loud024_雨-y-Tone_3.mp3,speaker024,雨,y,Tone 3,loud,1,14,0.008099245,-0.057836014,1.011694786,2.906120713,1.690164883,0.559,165.172368,0,1,1
S10,native,1093.4,Tone 3,loud025_渴-e-Tone_3.mp3,speaker025,渴,e,Tone 3,loud,1,10,0.012435566,-0.260724756,0.066344195,3.666232522,2.321970621,0.621,287.8707765,0,1,1
S10,native,1931.8,Tone 3,loud026_底-i-Tone_3.mp3,speaker026,底,i,Tone 3,loud,1,12,0.011856183,-0.246988743,0.585944598,2.986862056,2.066010838,0.452,252.8950517,0,1,1
S10,native,997.1,Tone 2,loud025_鱼-y-Tone_2.mp3,speaker025,鱼,y,Tone 2,loud,1,4,0.012435566,-0.260724756,-0.43718629,4.803162455,2.638876813,0.449,332.1846559,0,1,0
S10,native,1431.9,Tone 2,loud025_拔-a-Tone_2.mp3,speaker025,拔,a,Tone 2,loud,1,1,0.012435566,-0.260724756,-0.599313186,4.684735901,2.740914363,0.403,320.1181917,0,1,0
S10,native,1492.8,Tone 3,loud024_渴-e-Tone_3.mp3,speaker024,渴,e,Tone 3,loud,1,11,0.008099245,-0.057836014,1.288382002,2.91515855,1.38494436,0.454,161.3272567,0,1,1
S10,native,1536.5,Tone 2,loud024_无-u-Tone_2.mp3,speaker024,无,u,Tone 2,loud,1,1,0.008099245,-0.057836014,1.226473249,3.818000121,1.45323744,0.379,200.2372455,0,1,0
S10,native,1044.2,Tone 2,loud026_拔-a-Tone_2.mp3,speaker026,拔,a,Tone 2,loud,1,10,0.011856183,-0.246988743,1.1545343,4.081437656,1.502075748,0.32,230.5565309,0,1,0
S10,native,1093.3,Tone 3,loud026_把-a-Tone_3.mp3,speaker026,把,a,Tone 3,loud,1,12,0.011856183,-0.246988743,1.192521046,2.732684459,1.46439997,0.425,225.9702356,0,1,1
S10,native,1442.2,Tone 3,loud025_底-i-Tone_3.mp3,speaker025,底,i,Tone 3,loud,1,11,0.012435566,-0.260724756,0.836206348,3.39148619,1.837443685,0.694,262.3277208,0,1,1
S10,native,2478.6,Tone 3,loud026_渴-e-Tone_3.mp3,speaker026,渴,e,Tone 3,loud,1,10,0.011856183,-0.246988743,1.391667472,3.129978895,1.266883804,0.385,223.1684993,0,1,1
S10,native,1550.2,Tone 2,loud026_敌-i-Tone_2.mp3,speaker026,敌,i,Tone 2,loud,1,1,0.011856183,-0.246988743,1.111889756,4.339207513,1.544371193,0.383,260.9240557,0,1,0
S10,native,1826.1,Tone 2,loud026_无-u-Tone_2.mp3,speaker026,无,u,Tone 2,loud,1,1,0.011856183,-0.246988743,0.960135338,4.799761523,1.694883313,0.388,249.7841921,0,1,0
S10,native,1270.4,Tone 2,loud024_敌-i-Tone_2.mp3,speaker024,敌,i,Tone 2,loud,1,1,0.008099245,-0.057836014,0.969840962,4.82043971,1.736334874,0.316,230.7694144,0,1,0
S10,native,1124.3,Tone 2,loud026_咳-e-Tone_2.mp3,speaker026,咳,e,Tone 2,loud,1,6,0.011856183,-0.246988743,0.657307036,4.010001966,1.99523259,0.328,245.9677352,0,1,0
S10,native,966.8,Tone 2,loud025_无-u-Tone_2.mp3,speaker025,无,u,Tone 2,loud,1,9,0.012435566,-0.260724756,0.136554206,4.841480635,2.277782657,0.478,298.4457217,0,1,0
S10,native,1297.9,Tone 3,loud026_雨-y-Tone_3.mp3,speaker026,雨,y,Tone 3,loud,1,12,0.011856183,-0.246988743,0.901785494,3.297562658,1.752755491,0.526,244.215296,0,1,1
S10,native,1298.7,Tone 3,loud025_把-a-Tone_3.mp3,speaker025,把,a,Tone 3,loud,1,12,0.012435566,-0.260724756,0.04438632,4.00871292,2.335790215,0.662,295.7074456,0,1,1
S10,native,1437.4,Tone 2,loud025_咳-e-Tone_2.mp3,speaker025,咳,e,Tone 2,loud,1,7,0.012435566,-0.260724756,-0.931211099,4.557870833,2.949800432,0.436,332.478211,0,1,0
S10,native,1153.7,Tone 2,loud026_鱼-y-Tone_2.mp3,speaker026,鱼,y,Tone 2,loud,1,1,0.011856183,-0.246988743,0.751473891,4.907315546,1.901836607,0.393,269.0457885,0,1,0
S10,native,986.3,Tone 2,loud024_鱼-y-Tone_2.mp3,speaker024,鱼,y,Tone 2,loud,1,1,0.008099245,-0.057836014,0.82347838,3.900525835,1.897791063,0.304,208.8597807,0,1,0
S10,native,1216,Tone 3,loud027_五-u-Tone_3.mp3,speaker027,五,u,Tone 3,loud,1,9,0.007824557,-0.189586357,2.292576833,2.248810891,1.737232086,0.514,123.0996182,0,1,1
S10,native,1150.4,Tone 3,loud026_五-u-Tone_3.mp3,speaker026,五,u,Tone 3,loud,1,13,0.011856183,-0.246988743,0.917662993,3.538039214,1.737007969,0.459,240.561041,0,1,1
S10,native,1103.4,Tone 3,loud025_雨-y-Tone_3.mp3,speaker025,雨,y,Tone 3,loud,1,12,0.012435566,-0.260724756,-0.122415381,3.626229326,2.44076994,0.744,287.980618,0,1,1
S10,native,2091.3,Tone 3,loud025_五-u-Tone_3.mp3,speaker025,五,u,Tone 3,loud,1,13,0.012435566,-0.260724756,0.387450033,3.453848552,2.119876743,0.704,264.1577061,0,1,1
S10,native,3036.6,Tone 3,loud027_把-a-Tone_3.mp3,speaker027,把,a,Tone 3,loud,1,10,0.011244238,-0.275369808,2.934035699,2.395528818,1.488511676,0.426,122.8491151,0,1,1
S10,native,1015.6,Tone 2,loud032_敌-i-Tone_2.mp3,speaker032,敌,i,Tone 2,loud,1,4,0.007047994,-0.122852578,0.038721541,4.753810164,1.847590573,0.262,243.4306599,0,1,0
S10,native,3403.3,Tone 2,loud031_无-u-Tone_2.mp3,speaker031,无,u,Tone 2,loud,1,5,0.004437234,-0.071549637,1.376261855,4.619320795,2.398573056,0.341,123.1664638,0,1,0
S10,native,1706.2,Tone 2,loud032_咳-e-Tone_2.mp3,speaker032,咳,e,Tone 2,loud,1,1,0.007047994,-0.122852578,-0.09335112,3.797170378,1.997336496,0.285,244.6634587,0,1,0
S10,native,2788.9,Tone 2,loud027_底-i-Tone_3.mp3,speaker027,底,i,Tone 3,loud,0,1,0.011244238,-0.275369808,2.531466323,3.160245124,2.088002372,0.445,148.362707,0,1,0
S10,native,1636.4,Tone 3,loud032_五-u-Tone_3.mp3,speaker032,五,u,Tone 3,loud,1,8,0.013958497,-0.469777545,0.616135604,2.609066751,1.989303995,0.368,215.7530099,0,1,1
S10,native,1746.6,Tone 2,loud032_拔-a-Tone_2.mp3,speaker032,拔,a,Tone 2,loud,1,8,0.007047994,-0.122852578,0.321523779,4.179876498,1.526945242,0.302,216.6176797,0,1,0
S10,native,1446.3,Tone 3,loud032_把-a-Tone_3.mp3,speaker032,把,a,Tone 3,loud,1,8,0.007047994,-0.122852578,0.707138765,2.405723533,1.089729305,0.355,188.4589558,0,1,1
S10,native,2611,Tone 3,loud031_把-a-Tone_3.mp3,speaker031,把,a,Tone 3,loud,1,7,0.004437234,-0.071549637,1.841184962,1.734193349,0.831584473,0.351,97.49555217,0,1,1
S10,native,1453.6,Tone 2,loud027_无-u-Tone_2.mp3,speaker027,无,u,Tone 2,loud,1,8,0.011244238,-0.275369808,2.751178248,4.240682711,1.760815898,0.445,138.9566949,0,1,0
S10,native,1570.7,Tone 3,loud031_渴-e-Tone_3.mp3,speaker031,渴,e,Tone 3,loud,1,9,0.004437234,-0.071549637,2.087914799,1.627130445,0,0.332,93.22151174,0,1,1
S10,native,1894.8,Tone 2,loud031_敌-i-Tone_2.mp3,speaker031,敌,i,Tone 2,loud,1,8,0.004437234,-0.071549637,1.482475085,5,2.040589301,0.34,119.0324523,0,1,0
S10,native,1813.4,Tone 3,loud031_雨-y-Tone_3.mp3,speaker031,雨,y,Tone 3,loud,1,9,0.004437234,-0.071549637,1.710467276,3.235482035,1.272158665,0.412,104.3702442,0,1,1
S10,native,1178.6,Tone 2,loud032_无-u-Tone_2.mp3,speaker032,无,u,Tone 2,loud,1,3,0.007047994,-0.122852578,-0.21840394899999999,4.260032732,2.139123231,0.3,250.9470041,0,1,0
S10,native,1027.9,Tone 3,loud031_底-i-Tone_3.mp3,speaker031,底,i,Tone 3,loud,1,11,0.004437234,-0.071549637,2.06164278,1.960881819,0.088547877,0.446,94.14852425,0,1,1
S10,native,1360.5,Tone 2,loud031_鱼-y-Tone_2.mp3,speaker031,鱼,y,Tone 2,loud,1,1,0.004437234,-0.071549637,1.613010195,3.814270054,1.600630472,0.356,116.8342495,0,1,0
S10,native,1177.8,Tone 2,loud031_咳-e-Tone_2.mp3,speaker031,咳,e,Tone 2,loud,1,1,0.004437234,-0.071549637,1.699388118,3.051258592,1.309500137,0.291,107.7092752,0,1,0
S10,native,1150.9,Tone 2,loud027_咳-e-Tone_2.mp3,speaker027,咳,e,Tone 2,loud,1,4,0.011244238,-0.275369808,2.195145115,3.704685008,2.588838867,0.358,160.834308,0,1,0
S10,native,1828.5,Tone 2,loud031_拔-a-Tone_2.mp3,speaker031,拔,a,Tone 2,loud,1,10,0.004437234,-0.071549637,1.677752308,4.305803786,1.382422019,0.348,107.5521436,0,1,0
S10,native,1117.3,Tone 3,loud031_五-u-Tone_3.mp3,speaker031,五,u,Tone 3,loud,1,11,0.004437234,-0.071549637,2.034938544,1.63552878,0.178552506,0.474,92.19963698,0,1,1
S10,native,1813.7,Tone 3,loud032_底-i-Tone_3.mp3,speaker032,底,i,Tone 3,loud,1,8,0.007047994,-0.122852578,0.150495521,3.295099032,1.720859592,0.401,218.6272498,0,1,1
S10,native,5534.3,Tone 2,loud027_鱼-y-Tone_2.mp3,speaker027,鱼,y,Tone 2,loud,1,6,0.007824557,-0.189586357,2.101285829,3.749014362,2.022095228,0.485,143.7817071,0,1,0
S10,native,1368.7,Tone 2,loud027_拔-a-Tone_2.mp3,speaker027,拔,a,Tone 2,loud,1,1,0.011244238,-0.275369808,2.691647781,3.652923824,1.84946636,0.326,145.0889517,0,1,0
S10,native,3805.9,Tone 2,loud027_敌-i-Tone_2.mp3,speaker027,敌,i,Tone 2,loud,1,1,0.011244238,-0.275369808,1.984557529,4.715057984,2.902437729,0.375,178.5241064,0,1,0
S10,native,1375.5,Tone 3,loud027_渴-e-Tone_3.mp3,speaker027,渴,e,Tone 3,loud,1,9,0.011244238,-0.275369808,2.81692486,2.526587665,1.662908594,0.36,119.9514853,0,1,1
S10,native,2388.3,Tone 3,loud027_雨-y-Tone_3.mp3,speaker027,雨,y,Tone 3,loud,1,12,0.007824557,-0.189586357,2.536107839,1.967484425,1.37457516,0.613,117.5739786,0,1,1
S10,native,2257.1,Tone 3,loud033_底-i-Tone_3.mp3,speaker033,底,i,Tone 3,loud,1,10,0.013958497,-0.469777545,1.773445539,3.082124024,1.358377422,0.452,186.339597,0,1,1
S10,native,2419.4,Tone 3,normal001_雨-y-Tone_3.mp3,speaker001,雨,y,Tone 3,normal,1,11,0.003927676,-0.014060122,1.497621721,1.542341858,0.620059551,0.522,157.9765133,0,1,1
S10,native,1483.8,Tone 3,loud033_雨-y-Tone_3.mp3,speaker033,雨,y,Tone 3,loud,1,11,0.007319487,-0.143243322,1.056463411,3.091222071,1.322127433,0.529,179.4370751,0,1,1
S10,native,1256.2,Tone 2,normal001_敌-i-Tone_2.mp3,speaker001,敌,i,Tone 2,normal,1,3,0.010180158,-0.216025447,1.943526706,2.562769549,0.157269551,0.212,190.9005778,0,1,0
S10,native,2771.4,Tone 2,loud033_拔-a-Tone_2.mp3,speaker033,拔,a,Tone 2,loud,1,6,0.013958497,-0.469777545,1.263976352,4.098508292,1.760572216,0.305,229.4223803,0,1,0
S10,native,1481.7,Tone 2,normal001_鱼-y-Tone_2.mp3,speaker001,鱼,y,Tone 2,normal,1,1,0.003927676,-0.014060122,0.81721427,2.858197643,1.300467003,0.193,217.6909088,0,1,0
S10,native,3494.6,Tone 2,normal001_拔-a-Tone_2.mp3,speaker001,拔,a,Tone 2,normal,1,6,0.010180158,-0.216025447,0.959687667,1.640979098,1.14110859,0.229,187.3120792,0,1,0
S10,native,1332.5,Tone 3,normal001_把-a-Tone_3.mp3,speaker001,把,a,Tone 3,normal,1,8,0.010180158,-0.216025447,1.742216089,1.150722077,0.358580169,0.413,137.8476714,0,1,1
S10,native,2043.8,Tone 3,loud033_渴-e-Tone_3.mp3,speaker033,渴,e,Tone 3,loud,1,10,0.007319487,-0.143243322,1.681937415,3.025003066,0.828353926,0.439,164.8597497,0,1,1
S10,native,4575.5,Tone 3,loud033_五-u-Tone_3.mp3,speaker033,五,u,Tone 3,loud,1,6,0.007319487,-0.143243322,2.731231956,3.338821144,0,0.396,158.1837779,0,1,1
S10,native,1444.1,Tone 2,normal001_无-u-Tone_2.mp3,speaker001,无,u,Tone 2,normal,1,5,0.010180158,-0.216025447,0.693347906,2.452907237,1.407448351,0.155,219.3328123,0,1,0
S10,native,1533.9,Tone 2,loud033_无-u-Tone_2.mp3,speaker033,无,u,Tone 2,loud,1,1,0.007319487,-0.143243322,0.866710965,5,1.471925396,0.421,235.4550382,0,1,0
S10,native,1675.5,Tone 2,loud033_鱼-y-Tone_2.mp3,speaker033,鱼,y,Tone 2,loud,1,1,0.007319487,-0.143243322,0.670730491,4.495118342,1.626640005,0.373,226.2398061,0,1,0
S10,native,1150,Tone 3,normal003_五-u-Tone_3.mp3,speaker003,五,u,Tone 3,normal,1,12,0.010090814,-0.213356667,0.865115611,1.474442187,1.031135888,0.557,179.674648,0,1,1
S10,native,2334.1,Tone 3,normal001_渴-e-Tone_3.mp3,speaker001,渴,e,Tone 3,normal,1,13,0.010180158,-0.216025447,2.100796257,1.601565121,0,0.346,197.5523293,0,1,1
S10,native,3772.5,Tone 2,normal001_咳-e-Tone_2.mp3,speaker001,咳,e,Tone 2,normal,1,6,0.010180158,-0.216025447,0.579398878,1.99472436,1.52139738,0.167,222.3015555,0,1,0
S10,native,888.9,Tone 2,loud033_敌-i-Tone_2.mp3,speaker033,敌,i,Tone 2,loud,1,1,0.013958497,-0.469777545,1.750779031,4.488933102,1.376271245,0.33,235.4772603,0,1,0
S10,native,1927.2,Tone 3,loud033_把-a-Tone_3.mp3,speaker033,把,a,Tone 3,loud,1,9,0.013958497,-0.469777545,2.001894778,3.06431495,1.178030706,0.445,175.2581903,0,1,1
S10,native,1266,Tone 2,normal003_咳-e-Tone_2.mp3,speaker003,咳,e,Tone 2,normal,1,10,0.018803786,-0.378383701,0.908077988,2.031950952,1.254303348,0.31,203.115538,0,1,0
S10,native,1086.5,Tone 3,normal001_五-u-Tone_3.mp3,speaker001,五,u,Tone 3,normal,1,14,0.010180158,-0.216025447,1.434876022,2.168104903,0.665920235,0.395,163.6353377,0,1,1
S10,native,1303.2,Tone 3,loud032_渴-e-Tone_3.mp3,speaker032,渴,e,Tone 3,loud,1,8,0.007047994,-0.122852578,0.68001388,1.973997521,1.120483899,0.337,184.7704499,0,1,1
S10,native,1903.9,Tone 3,normal001_底-i-Tone_3.mp3,speaker001,底,i,Tone 3,normal,1,9,0.010180158,-0.216025447,1.400043278,1.204134883,0.70075298,0.37,154.2506919,0,1,1
S10,native,994.7,Tone 3,loud032_雨-y-Tone_3.mp3,speaker032,雨,y,Tone 3,loud,1,10,0.013958497,-0.469777545,0.904164911,3.096591022,1.662732135,0.447,207.7956414,0,1,1
S10,native,1084.5,Tone 2,loud033_咳-e-Tone_2.mp3,speaker033,咳,e,Tone 2,loud,1,6,0.013958497,-0.469777545,1.049023689,4.075657924,1.930264208,0.244,222.1325342,0,1,0
S10,native,1402.5,Tone 2,loud032_鱼-y-Tone_2.mp3,speaker032,鱼,y,Tone 2,loud,1,1,0.013958497,-0.469777545,0.880303186,5,1.68978691,0.24,228.870205,0,1,0
S10,native,1235.5,Tone 3,normal006_雨-y-Tone_3.mp3,speaker006,雨,y,Tone 3,normal,1,12,0.026350792,-0.478999168,1.349933247,1.39371088,0.796919043,0.465,174.3114936,0,1,1
S10,native,2512.6,Tone 3,normal003_把-a-Tone_3.mp3,speaker003,把,a,Tone 3,normal,1,11,0.018803786,-0.378383701,1.935655402,1.016710854,0.436629152,0.445,154.4214516,0,1,1
S10,native,1531.7,Tone 2,normal006_鱼-y-Tone_2.mp3,speaker006,鱼,y,Tone 2,normal,1,1,0.026350792,-0.478999168,0.803276337,2.369451572,1.340070291,0.338,206.3724007,0,1,0
S10,native,975.5,Tone 3,normal006_把-a-Tone_3.mp3,speaker006,把,a,Tone 3,normal,1,13,0.026350792,-0.478999168,2.151995845,1.390379936,0,0.428,154.2581068,0,1,1
S10,native,1080.6,Tone 3,normal007_底-i-Tone_3.mp3,speaker007,底,i,Tone 3,normal,1,10,0.01361973,-0.279186217,1.187948048,1.212477583,0.882430337,0.475,170.3252242,0,1,1
S10,native,814.8,Tone 3,normal006_五-u-Tone_3.mp3,speaker006,五,u,Tone 3,normal,1,10,0.026350792,-0.478999168,1.195491696,1.715597695,0.950370174,0.533,185.5920921,0,1,1
S10,native,912.3,Tone 2,normal003_无-u-Tone_2.mp3,speaker003,无,u,Tone 2,normal,1,8,0.010090814,-0.213356667,0.53437414,2.54997861,1.294316806,0.378,222.5361508,0,1,0
S10,native,916.7,Tone 2,normal003_鱼-y-Tone_2.mp3,speaker003,鱼,y,Tone 2,normal,1,8,0.010090814,-0.213356667,0.343700965,2.045417934,1.446041176,0.359,219.7646075,0,1,0
S10,native,863.4,Tone 3,normal007_渴-e-Tone_3.mp3,speaker007,渴,e,Tone 3,normal,1,11,0.01361973,-0.279186217,1.381695435,1.156483779,0.635300641,0.366,153.456949,0,1,1
S10,native,1554.8,Tone 3,normal007_把-a-Tone_3.mp3,speaker007,把,a,Tone 3,normal,1,11,0.01361973,-0.279186217,1.21486274,1.3117669,0.848099966,0.39,161.2675265,0,1,1
S10,native,2083.5,Tone 3,normal007_五-u-Tone_3.mp3,speaker007,五,u,Tone 3,normal,1,10,0.01361973,-0.279186217,1.296430612,1.361979643,0.744058082,0.428,155.8302481,0,1,1
S10,native,818.7,Tone 2,normal006_拔-a-Tone_2.mp3,speaker006,拔,a,Tone 2,normal,1,6,0.007692007,-0.076756371,0.52467002,2.185462579,1.103531097,0.374,196.4669631,0,1,0
S10,native,822.8000001,Tone 2,normal003_拔-a-Tone_2.mp3,speaker003,拔,a,Tone 2,normal,1,1,0.018803786,-0.378383701,1.106356712,2.253293223,1.096527015,0.405,196.0241781,0,1,0
S10,native,1135.6,Tone 2,normal007_咳-e-Tone_2.mp3,speaker007,咳,e,Tone 2,normal,1,6,0.01361973,-0.279186217,0.615122633,2.538999949,1.613083653,0.322,205.3420242,0,1,0
S10,native,983.7,Tone 3,normal003_雨-y-Tone_3.mp3,speaker003,雨,y,Tone 3,normal,1,17,0.010090814,-0.213356667,1.915584986,0.296352859,0.195245871,0.644,147.0691873,0,1,1
S10,native,1017.3,Tone 2,normal007_拔-a-Tone_2.mp3,speaker007,拔,a,Tone 2,normal,1,9,0.01361973,-0.279186217,0.627874416,2.615561749,1.596818431,0.361,204.120979,0,1,0
S10,native,836.5,Tone 2,normal007_无-u-Tone_2.mp3,speaker007,无,u,Tone 2,normal,1,1,0.01361973,-0.279186217,0.778956907,2.861661311,1.404108889,0.305,215.3268892,0,1,0
S10,native,3759.6,Tone 3,normal006_渴-e-Tone_3.mp3,speaker006,渴,e,Tone 3,normal,1,11,0.026350792,-0.478999168,1.85452131,1.235607412,0.295566857,0.396,171.5429242,0,1,1
S10,native,1807.2,Tone 2,normal006_咳-e-Tone_2.mp3,speaker006,咳,e,Tone 2,normal,1,10,0.026350792,-0.478999168,0.970616603,1.715587425,1.173803163,0.269,192.2752209,0,1,0
S10,native,853.6999999,Tone 2,normal006_无-u-Tone_2.mp3,speaker006,无,u,Tone 2,normal,1,1,0.026350792,-0.478999168,1.060894298,2.018880386,1.084104411,0.337,199.5300469,0,1,0
S10,native,1639.8,Tone 2,normal006_敌-i-Tone_2.mp3,speaker006,敌,i,Tone 2,normal,1,10,0.026350792,-0.478999168,0.763078101,2.246929836,1.38001074,0.403,212.2212598,0,1,0
S10,native,927.9,Tone 2,normal007_敌-i-Tone_2.mp3,speaker007,敌,i,Tone 2,normal,1,1,0.01361973,-0.279186217,0.062160935,3.671246424,2.318400295,0.287,250.278978,0,1,0
S10,native,938.3,Tone 3,normal003_底-i-Tone_3.mp3,speaker003,底,i,Tone 3,normal,1,12,0.018803786,-0.378383701,1.783772173,1.365480234,0.557487196,0.468,172.5869522,0,1,1
S10,native,923.9,Tone 3,normal003_渴-e-Tone_3.mp3,speaker003,渴,e,Tone 3,normal,1,11,0.018803786,-0.378383701,2.484370594,1.241323153,0,0.445,128.1497811,0,1,1
S10,native,1528,Tone 2,normal006_底-i-Tone_3.mp3,speaker006,底,i,Tone 3,normal,0,12,0.026350792,-0.478999168,1.017918616,1.765443189,1.126804494,0.454,189.6487375,0,1,0
S10,native,1630.2,Tone 2,normal003_敌-i-Tone_2.mp3,speaker003,敌,i,Tone 2,normal,1,1,0.018803786,-0.378383701,1.174380846,2.140878844,1.04239817,0.34,204.9370773,0,1,0
S10,native,2927.8,Tone 3,normal008_雨-y-Tone_3.mp3,speaker008,雨,y,Tone 3,normal,1,14,0.005364337,-0.085249935,2.466637735,1.462805375,0.60134162,0.428,89.48565149,0,1,1
S10,native,4272.2,Tone 3,normal008_五-u-Tone_3.mp3,speaker008,五,u,Tone 3,normal,1,13,0.005364337,-0.085249935,2.691895077,1.730806067,0,0.459,86.64313281,0,1,1
S10,native,975.5,Tone 3,normal009_渴-e-Tone_3.mp3,speaker009,渴,e,Tone 3,normal,1,12,0.00401111,0.00324491,1.053449824,1.18180051,0.350428097,0.316,178.1423984,0,1,1
S10,native,1075.7,Tone 3,normal009_把-a-Tone_3.mp3,speaker009,把,a,Tone 3,normal,1,8,0.00401111,0.00324491,1.039020111,1.097282587,0.367975317,0.355,174.0535673,0,1,1
S10,native,1224.9,Tone 2,normal009_咳-e-Tone_2.mp3,speaker009,咳,e,Tone 2,normal,1,8,0.00401111,0.00324491,0.574525468,2.189151385,0.93282295,0.23,209.9206404,0,1,0
S10,native,873.6,Tone 3,normal008_渴-e-Tone_3.mp3,speaker008,渴,e,Tone 3,normal,1,8,0.005364337,-0.085249935,2.259159029,1.727580674,1.155221816,0.36,95.055585,0,1,1
S10,native,1262.2,Tone 3,normal009_底-i-Tone_3.mp3,speaker009,底,i,Tone 3,normal,1,11,0.00401111,0.00324491,0.836804706,1.417981662,0.613878891,0.425,196.1631352,0,1,1
S10,native,1140.9,Tone 2,normal008_敌-i-Tone_2.mp3,speaker008,敌,i,Tone 2,normal,1,10,0.005364337,-0.085249935,2.000079069,2.324321401,1.846855486,0.295,112.0016426,0,1,0
S10,native,1000.8,Tone 3,normal008_把-a-Tone_3.mp3,speaker008,把,a,Tone 3,normal,1,13,0.005364337,-0.085249935,2.43329074,1.565556282,0.69036396,0.413,90.02629604,0,1,1
S10,native,1134.4,Tone 2,normal009_敌-i-Tone_2.mp3,speaker009,敌,i,Tone 2,normal,1,8,0.00401111,0.00324491,0.503208219,2.225829585,1.019548126,0.282,216.1150673,0,1,0
S10,native,926.2,Tone 2,normal008_无-u-Tone_2.mp3,speaker008,无,u,Tone 2,normal,1,7,0.005364337,-0.085249935,2.114673252,2.351583681,1.540937593,0.325,107.0142469,0,1,0
S10,native,1135.4,Tone 3,normal011_五-u-Tone_3.mp3,speaker011,五,u,Tone 3,normal,1,13,0.011636851,-0.245867602,1.427334662,2.24842117,0.417455906,0.522,165.3574631,0,1,1
